Name,Biosynthetic_class,Structural_class,EXT_k2,EXT_k3,EXT_k4,EXT_k5,EXT_k6,EXT_k7,EXT_k8,EXT_k9,EXT_k10,MACCS_k2,MACCS_k3,MACCS_k4,MACCS_k5,MACCS_k6,MACCS_k7,MACCS_k8,MACCS_k9,MACCS_k10,PubChem_k2,PubChem_k3,PubChem_k4,PubChem_k5,PubChem_k6,PubChem_k7,PubChem_k8,PubChem_k9,PubChem_k10,Sub_k2,Sub_k3,Sub_k4,Sub_k5,Sub_k6,Sub_k7,Sub_k8,Sub_k9,Sub_k10,SubCount_k2,SubCount_k3,SubCount_k4,SubCount_k5,SubCount_k6,SubCount_k7,SubCount_k8,SubCount_k9,SubCount_k10
2-dodecenol,FADs,Aliphatics and C5 branched,0,0,1,0,4,6,5,4,3,0,0,1,0,3,6,2,2,2,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,7,0,2,0,2,0,6,4,8,5
2-epi-Ziza-6(13)-en-12-al,Terpenoids,ST,0,0,2,1,3,5,5,4,4,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,3,2,2,2,5,2,0,2,2,0,4,2,6,3,0
2-ethoxyethyl acetate,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,3,6,1
2-ethyl cyclobutanol,Others,Others,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,6,0,1,2,1,2,3,1,7,3,0,0,0,4,0,4,1,1,1,1,0,0,1,5,5,1,6,1
2-ethyl-1-hexanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,0,0,4,0,4,1,7,7,1,0,0,1,1,6,3,6,1
2-ethyl-2-hexenal,FADs,Aliphatics and C5 branched,0,0,2,1,3,2,5,2,2,0,0,1,0,3,5,7,4,3,0,1,0,4,1,0,6,6,1,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,3,6,1
"2-ethyl-3,5-dimethylpyrazine",Others,Aromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,6,7,0,1,0,4,4,6,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-ethyl-3-methylpyrazine,Others,Aromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,6,7,0,1,0,4,4,6,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-ethyl-5-methylpyrazine,Others,Aromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,6,7,0,1,0,4,4,6,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-ethyl-6-methylpyrazine,Others,Aromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,6,7,0,1,0,4,4,6,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-ethylfuran,Others,Others,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-heptadecanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,3,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,1,0,1,1,2,0,4,0,4,8
2-heptadecanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,0,1,1,2,0,4,0,4,8
2-heptanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,3,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,1,1,0,0,1,5,5,3,6,1
2-heptanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,1,0,0,1,5,5,3,6,1
2-heptyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
2-hexadecanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,3,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,1,0,1,1,2,0,4,0,4,8
2-hexadecanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,0,1,1,2,0,4,0,4,8
2-hexanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,1,0,0,1,5,5,1,7,7
2-hexyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,3,6,1
2-hexyl-1-decanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,0,0,4,0,4,1,7,7,0,1,1,2,0,4,0,4,8
2-hexyl-1-octanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,0,0,4,0,4,1,7,7,0,1,1,2,0,4,0,4,8
2-hexylfuran,Others,Others,1,1,0,2,2,4,7,7,9,0,0,1,0,3,5,7,4,3,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,4,6,4,1,0,0,1,5,5,3,6,1
"2-Hydroxy-1,8-cineole",Terpenoids,MT,1,2,3,4,1,1,3,3,1,1,1,3,2,5,1,5,3,6,0,0,2,1,3,1,2,8,6,0,0,0,4,0,3,1,1,1,1,2,2,0,1,1,2,1,3
2-hydroxy-2-methyl-3-butenyl angelate,Terpenoids,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,2,1,1,2,0,4,5,1,0,1,0,4,1,0,6,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,3,6,1
2-hydroxybutyric acid,FADs,Aliphatics and C5 branched,1,2,2,3,3,0,0,5,4,0,2,2,3,0,4,0,0,1,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,1,7,7
2-hydroxymethyl benzoic acid,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
"2-Isopropenyl-1,3,5-trimethylbenzene",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,2,0,4,6,4,2,6,1,0,3,3,2,0,5,5,4
2-isopropyl-3-methoxypyrazine,Others,Aromatic_N/S,1,1,0,2,2,4,0,5,4,0,2,2,3,4,2,3,8,9,0,1,0,4,4,6,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-isopropylcyclohexanol,Others,Others,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,2,1,3,1,2,8,6,0,0,0,4,0,4,1,1,1,1,2,0,1,1,1,2,1,3
2-methoxy-3-sec-butyl pyrazine,Others,Aromatic_N/S,1,1,0,2,2,4,7,5,4,0,2,2,3,4,2,3,8,9,0,1,0,4,4,6,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,0,9
2-Methyl 4-heptanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,0,0,3,2,5,3,3,8,8,1,0,0,1,5,5,3,6,1
2-methyl decane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,2,0,1,1,6,4,8,5
2-methyl dodecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,2,0,2,0,6,4,8,5
2-methyl furan,Others,Others,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-methyl heptanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,0,0,4,0,4,1,7,7,1,0,0,1,1,6,3,6,1
2-methyl hexadecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,1,1,2,0,4,0,4,8
2-methyl octane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,1,0,0,1,1,6,3,6,1
2-methyl pentane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,1,0,0,1,5,5,1,7,7
2-methyl-1-penten-3-one,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,5,5,4,0,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,1,7,7
2-methyl-1-pentene,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,5,5,4,0,0,1,0,3,5,7,4,4,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,1,7,7
2-methyl-2-butenyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,2,1,1,2,0,4,5,1,0,1,0,4,1,0,6,3,5,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,1,7,7
2-methyl-2-propenyl angelate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,2,1,1,2,0,4,5,1,0,1,0,4,1,0,6,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,1,7,7
2-methyl-2-propenyl methacrylate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,2,1,1,2,0,4,5,1,0,1,0,4,1,0,6,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,1,7,7
2-methyl-3-buten-2-ol,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,1,1,1,0,0,1,5,5,1,7,7
"2-methyl-6-methylene-1,3,7-octatriene",Terpenoids,MT,0,0,2,1,3,2,5,2,2,0,2,2,3,0,4,0,0,1,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,1,7,7
2-methylamino benzaldehyde,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,4,8,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
2-methylbenzaldehyde,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
2-methylbutanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,0,5,1,0,0,1,0,3,6,2,2,2,0,1,2,1,2,3,1,7,3,0,0,0,4,0,4,1,7,7,1,0,0,1,5,5,1,7,7
2-methylbutyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,3,6,1
2-methylbutyl angelate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,0,4,1,0,6,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,3,6,1
2-methylbutyl benzoate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,4,8,5,0,2,2,1,2,0,4,5,5,1,2,1,3,5,2,3,2,7,1,2,1,3,2,2,6,5,9,1,0,3,3,2,0,5,0,9
2-methylbutyl butyrate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
2-methylbutyl isobutyrate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,5,3,6,1
2-methylbutyl methacrylate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,0,4,1,0,5,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,3,6,1
2-methylbutyl-2-methylbutyrate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
2-methylbutyronitrile,Others,NonAromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,0,1,0,1,2,1,2,6,1,7,3,0,1,3,2,5,3,3,8,8,1,0,0,1,5,5,1,7,7
2-methyldocosane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,1,1,4,3,3,7,2,2
2-methylfurfural,Others,Others,1,2,2,3,3,5,5,5,4,0,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,1,7,7
2-methyl-heptan-3-one,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,0,0,3,2,5,3,3,8,8,1,0,0,1,5,5,3,6,1
2-methyloctadecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,1,1,2,0,4,0,4,8
2-methylpentadecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,1,1,2,0,4,0,4,8
2-methyltridecane,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,1,5,4,3,0,2,2,2,0,4,4,8,5
2-nitroethanol,Others,NonAromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,6,2,2,2,0,1,2,1,2,3,1,7,3,1,1,0,0,4,4,4,7,7,1,0,0,1,5,5,1,7,7
2-nonanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,3,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,1,1,0,0,1,1,6,3,8,5
2-nonanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,1,0,0,1,1,6,3,6,1
2-nonene-1-ol,FADs,Aliphatics and C5 branched,0,0,1,0,4,6,5,4,3,0,0,1,0,3,6,2,2,2,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,7,1,0,0,1,1,6,3,6,1
2-Norpinanol.3.6.6-trimethyl,Terpenoids,MT,1,2,2,3,1,0,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,3,1,1,1,1,2,2,0,1,1,2,1,3
2-octanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,3,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,1,1,0,0,1,1,6,3,6,1
2-octanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,1,0,0,1,5,5,3,6,1
2-pentadecanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,0,1,1,2,0,4,0,4,8
2-pentanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,0,3,1,0,0,1,0,3,6,2,2,3,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,1,1,0,0,1,5,5,1,7,7
2-pentanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,1,7,4,1,1,3,0,5,6,7,2,8,1,0,0,1,5,5,1,7,7
2-pentenol,FADs,Aliphatics and C5 branched,1,2,2,3,3,2,5,2,2,0,0,1,0,3,6,2,2,2,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,7,1,0,0,1,5,5,1,7,7
2-pentyl acetate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,5,5,3,6,1
2-pentyl butanoate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,6,1
2-pentyl decanoate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,1,1,2,0,4,0,4,8
2-pentyl hexanoate,FADs,Aliphatics and C5 branched,1,2,3,4,0,1,1,1,6,0,0,1,1,2,0,4,5,5,0,1,2,1,2,3,5,1,4,1,1,3,3,2,2,2,5,2,0,2,0,1,1,6,4,8,5
2-pentylfuran,Others,Others,1,1,0,2,2,4,7,7,9,0,0,1,0,3,5,7,4,3,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,0,9
2-pentylpyridine,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,9,0,0,1,0,3,5,7,6,7,1,2,1,2,4,4,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,0,9
2-phenyl ethanol,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,6,2,6,7,1,2,1,2,4,4,0,5,8,1,1,0,0,4,4,4,7,7,1,0,3,3,2,0,5,5,4
2-phenylethyl 2-methylbutyrate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,0,1,1,2,0,4,5,5,1,2,1,2,5,4,0,5,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
2-phenylethyl acetate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,0,1,1,2,0,4,5,5,1,2,1,2,5,4,0,5,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,5,4
2-phenylethyl hexanoate,Shikimate_derived_Aromatics,BP,1,1,0,2,0,1,1,1,9,0,0,1,1,2,0,4,5,5,1,2,1,2,5,4,0,5,7,1,1,3,3,2,2,2,5,2,1,0,0,1,1,6,3,0,9
2-phenylethyl isothiocyanate,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
2-phenylethyl isovalerate,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,0,1,1,2,0,4,5,5,1,2,1,2,5,4,0,5,7,1,1,3,3,2,2,2,5,2,1,0,3,3,2,0,5,0,9
2-phenylpyridine,Others,Aromatic_N/S,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,7,4,9,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
"2-propenoic acid, 3-phenyl-ethyl-ester",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,5,0,2,2,3,0,4,0,6,7,1,2,1,2,5,4,0,5,7,1,2,1,1,3,0,6,3,9,1,0,3,3,2,0,5,0,9
2-propylfuran,Others,Others,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,3,5,2,3,2,7,1,1,3,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
2-tridecanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,0,2,0,2,0,6,4,8,5
2-tridecene,FADs,Aliphatics and C5 branched,0,0,1,1,4,3,2,4,7,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,0,2,0,2,0,6,4,8,5
2-tridecenol,FADs,Aliphatics and C5 branched,0,0,1,0,4,6,5,4,3,0,0,1,0,3,6,2,2,2,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,7,7,0,2,0,2,0,6,4,8,5
2-undecanol,FADs,Aliphatics and C5 branched,1,2,2,3,1,0,3,3,1,0,0,1,0,3,6,2,2,3,0,1,2,1,2,3,1,7,3,0,1,0,4,0,4,1,7,1,0,2,0,2,1,6,4,8,5
2-undecanone,FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,3,5,7,4,1,1,3,0,5,6,7,2,8,0,2,0,2,1,6,4,8,5
2-undecene,FADs,Aliphatics and C5 branched,0,0,1,1,4,3,2,4,7,0,0,1,0,3,5,7,4,3,0,1,0,4,1,6,6,6,1,0,0,2,2,1,6,7,2,3,1,0,0,1,1,6,4,8,5
2-vinylcrotonaldehyde,FADs,Aliphatics and C5 branched,1,2,2,3,3,2,5,2,2,0,2,2,3,0,4,0,0,1,0,1,0,4,1,0,6,6,1,1,2,1,1,3,0,0,3,5,1,0,3,1,5,5,1,7,7
3-(2-Isopropyl-5-methylphenyl)-2-methylpropionic acid,Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,0,4,0,6,7,1,2,1,2,4,4,0,5,8,1,1,3,3,2,2,2,5,2,1,0,0,3,1,1,2,0,9
"3-(Hydroxy-phenyl-methyl)-2,3 dimethyl-octan-4-one",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,1,3,2,5,1,5,3,0,1,2,1,3,5,2,3,5,7,0,0,0,4,0,3,1,1,1,1,2,2,0,1,1,2,0,9
"3,3,5-trimethyl-1,5-heptadiene",FADs,Aliphatics and C5 branched,0,0,2,1,3,2,5,2,2,1,1,0,4,1,3,6,0,1,0,1,0,4,1,6,6,6,1,0,0,2,2,1,1,5,4,3,1,0,0,1,5,5,3,6,1
"3,3,8,8-Tetramethyl-tricyclo[5.1.0.0(2,4)] oct5-ene-5-propanoic acid",Terpenoids,Diterpenes,0,0,1,0,4,6,6,0,3,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,2,3,2,2,2,5,2,0,2,2,0,4,2,6,3,6
"3,3-dimethylhexane",FADs,Aliphatics and C5 branched,1,2,2,3,3,5,0,5,4,0,0,1,0,3,5,7,4,3,0,1,2,1,2,6,1,7,3,0,0,2,2,1,6,7,2,3,1,0,0,1,5,5,3,6,1
"3,4-dihydro-1-2H-napthalenone",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,7,9,0,2,2,3,4,2,3,6,7,1,2,1,2,4,4,0,5,8,1,2,1,0,4,5,6,0,9,1,0,3,3,2,0,5,5,4
"3,4-dimethyl-1,5-heptadiene",Terpenoids,Aliphatics and C5 branched,0,0,2,1,3,2,5,2,2,0,2,2,3,0,4,0,0,1,0,1,0,4,1,6,6,6,1,0,0,2,2,1,1,5,4,3,1,0,0,1,5,5,1,6,1
"3,4-dimethyl-5-pentylidene-2(5H)-furanone",Others,Others,0,0,3,4,5,2,5,2,2,1,1,3,2,5,1,1,7,0,0,1,0,4,1,0,6,3,5,1,2,1,1,3,0,0,3,5,1,0,0,1,5,5,3,6,1
"3,5-dimethoxytoluene",Shikimate_derived_Aromatics,BP,1,1,0,2,2,4,7,6,8,0,2,2,3,4,2,3,8,9,1,2,1,3,5,2,3,2,2,1,1,3,0,4,5,4,0,6,1,0,3,3,2,0,5,5,4
"3,5-dimethyl-2-(1-propenyl)-pyrazine",Others,Aromatic_N/S,1,2,2,3,3,5,0,5,4,0,2,2,3,0,4,0,6,7,0,1,0,2,4,6,7,4,9,1,2,1,0,4,5,4,6,4,1,0,3,3,2,0,5,5,4
"3,6-pentadecadienal",FADs,Aliphatics and C5 branched,0,0,1,1,4,3,2,4,7,0,0,1,0,3,5,7,4,3,0,1,0,4,1,0,6,6,1,1,1,3,3,2,2,2,5,2,0,2,2,2,0,6,4,8,5
"3,7(11)-Selinadiene",Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
"3,7,11,15-Tetramethyl-2-hexadecene-1-ol",Terpenoids,MT,0,0,1,0,4,6,5,4,3,1,0,1,0,1,6,2,2,2,0,0,3,0,1,1,6,8,6,0,0,0,4,0,4,1,7,7,0,1,1,2,0,4,0,4,8
"3,7-dimethyl-1,5,7-octatrien-3-ol",Terpenoids,MT,0,0,2,0,4,2,5,2,2,1,1,3,2,5,1,0,0,1,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,1,1,1,0,0,1,5,5,3,6,1
"3,7-dimethyl-1,5-octadiene-3,7-diol",Terpenoids,MT,0,0,1,0,4,2,5,2,2,0,2,3,2,5,1,5,0,1,0,1,0,4,1,0,6,6,1,0,0,0,4,0,4,1,1,1,1,0,0,1,1,1,2,6,1
"3,7-dimethyl-1,7-octadiene-3,6-diol",Terpenoids,MT,0,0,2,0,1,6,3,3,1,1,1,3,2,5,1,5,3,6,0,0,3,0,3,1,2,8,6,0,0,0,4,0,4,1,1,1,1,0,0,1,1,1,3,6,1
"3,7-guaiadiene",Terpenoids,ST,0,0,1,1,4,3,2,4,7,1,1,0,4,1,3,6,1,8,0,0,3,0,0,5,4,0,0,0,0,2,2,1,1,5,4,3,0,2,2,0,4,2,6,3,0
